Campus Made Kettle Chips, $1.99 
Whole Pickle, $1.49 
"Add Scoop of Protein (Tuna, Chicken, or Egg Salad)", $2.99 
Add Side of Protein, $1.50 
Add Bacon, $0.89 
Add Grilled Vegetables, $0.89 
Add Fresh Mozzarella, $1.59 
Add Hummus, $1.59 
Add Cheese, $1.59 
