Salami, $6.79 
Ham, $6.79 
Turkey, $6.79 
Roast Beef, $6.79 
Roasted Chicken, $5.99 
Crispy Chicken, $5.99 
Grilled Veggies, $5.69 
Tuna Salad, $5.69 
Chicken Salad, $5.69 
Egg Salad, $5.69 
